timestamp_iso,timestamp_unix,source_addr,sequence,node_id,n_antennas,n_subcarriers,frequency_mhz,rssi_dbm,noise_floor_dbm,mean_amplitude,rms_amplitude,smoothed_amplitude,amplitude_count
2026-07-23T20:55:28.454+05:30,1784820328.454586,192.168.1.11:59574,158180,1,1,192,2432,-77,-96,13.447094,15.886971,13.817017,192
2026-07-23T20:55:28.470+05:30,1784820328.470322,192.168.1.11:59574,158181,1,1,192,2432,-79,-96,13.859208,16.191401,13.796467,192
2026-07-23T20:55:28.508+05:30,1784820328.508711,192.168.1.11:59574,158182,1,1,192,2432,-79,-96,14.216582,16.675675,13.785102,192
2026-07-23T20:55:28.517+05:30,1784820328.517898,192.168.1.11:59574,158183,1,1,192,2432,-78,-96,13.866511,16.346190,13.787646,192
2026-07-23T20:55:28.557+05:30,1784820328.557776,192.168.1.11:59574,158184,1,1,192,2432,-76,-96,13.935490,16.288096,13.770880,192
2026-07-23T20:55:28.645+05:30,1784820328.645499,192.168.1.11:59574,158185,1,1,192,2432,-78,-96,13.989293,16.825545,13.716731,192
2026-07-23T20:55:28.666+05:30,1784820328.666577,192.168.1.11:59574,158186,1,1,64,2432,-76,-96,9.980276,12.452409,13.592183,64
2026-07-23T20:55:28.679+05:30,1784820328.679551,192.168.1.11:59574,158187,1,1,64,2432,-77,-96,9.178589,11.351624,13.426814,64
2026-07-23T20:55:28.711+05:30,1784820328.711271,192.168.1.11:59574,158188,1,1,64,2432,-77,-96,9.968506,12.274847,13.293887,64
2026-07-23T20:55:28.766+05:30,1784820328.766290,192.168.1.11:59574,158189,1,1,192,2432,-78,-96,14.571605,18.366069,13.314288,192
2026-07-23T20:55:28.777+05:30,1784820328.777554,192.168.1.11:59574,158190,1,1,192,2432,-77,-96,13.633213,17.313891,13.306601,192
2026-07-23T20:55:28.807+05:30,1784820328.807679,192.168.1.11:59574,158191,1,1,192,2432,-75,-97,15.545295,20.390459,13.346652,192
2026-07-23T20:55:28.837+05:30,1784820328.837436,192.168.1.11:59574,158192,1,1,64,2432,-75,-97,10.447014,12.725467,13.230630,64
2026-07-23T20:55:28.869+05:30,1784820328.869686,192.168.1.11:59574,158193,1,1,64,2432,-75,-97,9.714857,12.011063,13.242906,64
2026-07-23T20:55:28.894+05:30,1784820328.894773,192.168.1.11:59574,158194,1,1,64,2432,-76,-97,9.763142,12.220628,13.101997,64
2026-07-23T20:55:28.903+05:30,1784820328.903481,192.168.1.11:59574,158195,1,1,64,2432,-76,-96,9.926155,12.691040,12.999550,64
2026-07-23T20:55:28.955+05:30,1784820328.955229,192.168.1.11:59574,158196,1,1,64,2432,-75,-97,9.274506,11.712040,12.826437,64
2026-07-23T20:55:28.995+05:30,1784820328.995490,192.168.1.11:59574,158197,1,1,192,2432,-75,-97,14.234536,18.343936,12.831741,192
2026-07-23T20:55:29.032+05:30,1784820329.032377,192.168.1.11:59574,158198,1,1,192,2432,-74,-97,14.596547,17.525725,12.870297,192
2026-07-23T20:55:29.055+05:30,1784820329.055295,192.168.1.11:59574,158199,1,1,192,2432,-74,-97,14.905522,17.671923,12.935949,192
2026-07-23T20:55:29.088+05:30,1784820329.088115,192.168.1.11:59574,158200,1,1,192,2432,-74,-96,14.576432,17.226887,12.956739,192
2026-07-23T20:55:29.137+05:30,1784820329.137149,192.168.1.11:59574,158201,1,1,192,2432,-74,-96,14.581064,17.168436,12.981332,192
2026-07-23T20:55:29.168+05:30,1784820329.168593,192.168.1.11:59574,158202,1,1,192,2432,-74,-96,13.822798,16.303118,12.955407,192
2026-07-23T20:55:29.188+05:30,1784820329.188634,192.168.1.11:59574,158203,1,1,192,2432,-74,-97,13.903632,16.265698,12.985995,192
2026-07-23T20:55:29.236+05:30,1784820329.236963,192.168.1.11:59574,158204,1,1,192,2432,-73,-96,14.149996,16.777496,13.015416,192
2026-07-23T20:55:29.267+05:30,1784820329.267696,192.168.1.11:59574,158205,1,1,192,2432,-72,-96,14.023671,16.453691,13.023268,192
2026-07-23T20:55:29.280+05:30,1784820329.280317,192.168.1.11:59574,158206,1,1,192,2432,-73,-96,14.557498,17.298242,13.044685,192
2026-07-23T20:55:29.312+05:30,1784820329.312736,192.168.1.11:59574,158207,1,1,192,2432,-72,-96,14.727622,17.414224,13.068087,192
2026-07-23T20:55:29.347+05:30,1784820329.347776,192.168.1.11:59574,158208,1,1,192,2432,-72,-97,14.217617,16.840861,13.104010,192
